imdb_title_id,title,original_title,year,country,budget,avg_vote,votes,Comedy,Drama,Crime,Romance,Biography,History,Thriller,Action,Music,War,Adventure,Family,Fantasy,Horror,Mystery,Western,Sci-Fi,Animation,Musical,Sport,cluster,cluster2
tt0322629,Houve uma Vez Dois Verões,Houve uma Vez Dois Verões,2002,Brazil,NA,7.1,698,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0327201,Il cuore criminale delle donne,As Três Marias,2002,"Brazil, Italy",NA,6,336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0327205,Uma Onda No Ar,Uma Onda No Ar,2002,Brazil,NA,6.6,271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0327451,Garotas do ABC,Garotas do ABC,2003,Brazil,NA,6.5,208,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,10
tt0328316,Redentor,Redentor,2004,Brazil,BRL 6500000,6.8,925,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,5
tt0330790,O Príncipe,O Príncipe,2002,Brazil,NA,6,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0333074,Amarelo Manga,Amarelo Manga,2002,Brazil,NA,6.7,1944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0334316,Seja o Que Deus Quiser!,Seja o Que Deus Quiser!,2002,Brazil,NA,5.7,184,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
tt0334329,Separações,Separações,2002,Brazil,NA,7.1,176,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,4
tt0335054,2 Perdidos numa Noite Suja,2 Perdidos numa Noite Suja,2002,Brazil,BRL 176541,6.7,415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0342097,Benjamim,Benjamim,2003,Brazil,NA,6.1,284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0346681,Cama de Gato,Cama de Gato,2002,Brazil,BRL 11000,5.1,391,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9
tt0350804,Deus é Brasileiro,Deus é Brasileiro,2003,Brazil,NA,5.9,2282,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10
tt0351459,Os Normais: O Filme,Os Normais: O Filme,2003,Brazil,NA,6.7,2348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3
tt0354087,Casseta & Planeta: A Taça do Mundo É Nossa,Casseta & Planeta: A Taça do Mundo É Nossa,2003,Brazil,NA,4.3,437,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0355809,Narradores de Javé,Narradores de Javé,2003,"Brazil, France",NA,7.3,712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0356201,"Wood & Stock: Sexo, Orégano e Rock'n'Roll","Wood & Stock: Sexo, Orégano e Rock'n'Roll",2006,Brazil,NA,6.2,436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3
tt0356490,Cristina Quer Casar,Cristina Quer Casar,2003,Brazil,NA,6.1,133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
tt0359254,Familia rodante,Familia rodante,2004,"Argentina, Brazil, France, Germany, Spain, UK",NA,6.6,1114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
tt0362276,Vereda tropical,Vereda tropical,2004,"Argentina, Brazil",NA,4.8,171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
tt0362718,Hermanas,Hermanas,2005,"Argentina, Brazil, Spain",NA,6.4,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5
